package	maj	min	perms	usr/grp	size	lastmod	pathfile
moviedb-3.22	3	22.0	-rw-rw-r--	jreeves/jreeves	22012	2003-04-30 01:40	src/moviedb.h
moviedb-3.22	3	22.0	-rw-r--r--	jreeves/jreeves	26388	2003-04-30 01:40	src/titlesearch.c
moviedb-3.22	3	22.0	-rw-r--r--	jreeves/jreeves	41234	2003-04-30 01:41	src/display.c
moviedb-3.22	3	22.0	-rw-r--r--	jreeves/jreeves	39838	2003-04-30 01:42	src/dbutils.c
moviedb-3.22	3	22.0	-rw-rw-r--	jreeves/jreeves	105922	2003-04-30 02:41	src/mkdb.c
moviedb-3.22	3	22.0	-rw-r-----	jreeves/jreeves	29190	2003-05-03 16:48	dbs/Makefile
moviedb-3.22	3	22.0	-rw-r--r--	jreeves/jreeves	6905	2003-05-03 16:48	src/Makefile
moviedb-3.23	3	23.0	-rwxr-x---	jreeves/jreeves	10773	2004-01-09 20:48	etc/lfetch
moviedb-3.23	3	23.0	-rw-rw-r--	jreeves/jreeves	22012	2004-01-09 20:48	src/moviedb.h
moviedb-3.23	3	23.0	-rw-rw-r--	jreeves/jreeves	105926	2004-01-09 21:25	src/mkdb.c
moviedb-3.23	3	23.0	-rw-r--r--	jreeves/jreeves	39846	2004-01-09 21:50	src/dbutils.c
moviedb-3.23	3	23.0	-rw-r-----	jreeves/jreeves	29190	2004-01-09 21:52	dbs/Makefile
moviedb-3.23	3	23.0	-rw-r--r--	jreeves/jreeves	6905	2004-01-09 21:52	src/Makefile
moviedb-3.23	3	23.0	-rw-r--r--	jreeves/jreeves	41234	2004-01-09 22:07	src/display.c
moviedb-3.24	3	24.0	-rw-r-----	jreeves/jreeves	4147	2004-08-24 22:55	INSTALL
moviedb-3.24	3	24.0	-rw-r-----	jreeves/jreeves	7814	2004-08-24 22:55	README
moviedb-3.24	3	24.0	-rw-r-----	jreeves/jreeves	50750	2004-08-24 22:56	docs/INSTRUCTIONS
moviedb-3.24	3	24.0	-rw-rw-r--	jreeves/jreeves	109889	2004-09-16 07:35	src/mkdb.c
moviedb-3.24	3	24.0	-rw-rw-r--	jreeves/jreeves	22066	2004-09-16 07:37	src/moviedb.h
moviedb-3.24	3	24.0	-rw-r-----	jreeves/jreeves	29190	2004-09-16 10:05	dbs/Makefile
moviedb-3.24	3	24.0	-rw-r--r--	jreeves/jreeves	6905	2004-09-16 10:05	src/Makefile
moviedb-3.24	3	24.0	-rw-r--r--	jreeves/jreeves	3101	2004-09-16 11:36	src/trivia.c
